Year,District,Total cases,Total deaths,District code,No:of villages inhabited,No:of villages uninhabited,Number of towns,Number of households,Total population,Males,Females,Area(In sq . km),Population per sq . Km,Number of Sub Centres,Number of  Primary Health Centres,Number of Community Health Centres,Sub Divisional Hospital,District Hospital,Percent_Female,Avg_Household_Size,Total_Health_Facilities,Total_Hospitals,Facilities_Per_100k,Hospitals_Per_100k,Percent_Male,Population_Density in sq km,Total cases_Lag_1Y,Total cases_Lag_2Y,Total deaths_Lag_1Y,Total deaths_Lag_2Y
2012,Hisar,4436,0,80,268,1,11,335608,1743931,931562,812369,3983,438,198,35,8,3,1,46.58263429,5.196333222,241,4,13.81935409,0.229366873,53.41736571,438,9308,5726,0,0
2013,Hisar,1748,0,80,268,1,11,335608,1743931,931562,812369,3983,438,198,35,8,3,1,46.58263429,5.196333222,241,4,13.81935409,0.229366873,53.41736571,438,4436,9308,0,0
2014,Hisar,577,0,80,268,1,11,335608,1743931,931562,812369,3983,438,198,35,8,3,1,46.58263429,5.196333222,241,4,13.81935409,0.229366873,53.41736571,438,1748,4436,0,0
2015,Hisar,199,0,80,268,1,11,335608,1743931,931562,812369,3983,438,198,35,8,3,1,46.58263429,5.196333222,241,4,13.81935409,0.229366873,53.41736571,438,577,1748,0,0
2016,Hisar,197,0,80,268,1,11,335608,1743931,931562,812369,3983,438,198,35,8,3,1,46.58263429,5.196333222,241,4,13.81935409,0.229366873,53.41736571,438,199,577,0,0
2017,Hisar,168,0,80,268,1,11,335608,1743931,931562,812369,3983,438,198,35,8,3,1,46.58263429,5.196333222,241,4,13.81935409,0.229366873,53.41736571,438,197,199,0,0
2018,Hisar,95,0,80,268,1,11,335608,1743931,931562,812369,3983,438,198,35,8,3,1,46.58263429,5.196333222,241,4,13.81935409,0.229366873,53.41736571,438,168,197,0,0
2019,Hisar,46,0,80,268,1,11,335608,1743931,931562,812369,3983,438,198,35,8,3,1,46.58263429,5.196333222,241,4,13.81935409,0.229366873,53.41736571,438,95,168,0,0
2020,Hisar,2,0,80,268,1,11,335608,1743931,931562,812369,3983,438,198,35,8,3,1,46.58263429,5.196333222,241,4,13.81935409,0.229366873,53.41736571,438,46,95,0,0
2021,Hisar,2,0,80,268,1,11,335608,1743931,931562,812369,3983,438,198,35,8,3,1,46.58263429,5.196333222,241,4,13.81935409,0.229366873,53.41736571,438,2,46,0,0
2022,Hisar,1,0,80,268,1,11,335608,1743931,931562,812369,3983,438,198,35,8,3,1,46.58263429,5.196333222,241,4,13.81935409,0.229366873,53.41736571,438,2,2,0,0
2023,Hisar,16,0,80,268,1,11,335608,1743931,931562,812369,3983,438,198,35,8,3,1,46.58263429,5.196333222,241,4,13.81935409,0.229366873,53.41736571,438,1,2,0,0
2024,Hisar,4,0,80,268,1,11,335608,1743931,931562,812369,3983,438,198,35,8,3,1,46.58263429,5.196333222,241,4,13.81935409,0.229366873,53.41736571,438,16,1,0,0
2003,Hoshiarpur,12,0,38,1385,31,13,336994,1586625,809057,777568,3386,469,244,32,10,3,1,49.00767352,4.708169878,286,4,18.02568345,0.252107461,50.99232648,469,14,19,0,0
2004,Hoshiarpur,2,0,38,1385,31,13,336994,1586625,809057,777568,3386,469,244,32,10,3,1,49.00767352,4.708169878,286,4,18.02568345,0.252107461,50.99232648,469,12,14,0,0
2005,Hoshiarpur,7,0,38,1385,31,13,336994,1586625,809057,777568,3386,469,244,32,10,3,1,49.00767352,4.708169878,286,4,18.02568345,0.252107461,50.99232648,469,2,12,0,0
2006,Hoshiarpur,17,0,38,1385,31,13,336994,1586625,809057,777568,3386,469,244,32,10,3,1,49.00767352,4.708169878,286,4,18.02568345,0.252107461,50.99232648,469,7,2,0,0
2007,Hoshiarpur,25,0,38,1385,31,13,336994,1586625,809057,777568,3386,469,244,32,10,3,1,49.00767352,4.708169878,286,4,18.02568345,0.252107461,50.99232648,469,17,7,0,0
2008,Hoshiarpur,28,0,38,1385,31,13,336994,1586625,809057,777568,3386,469,244,32,10,3,1,49.00767352,4.708169878,286,4,18.02568345,0.252107461,50.99232648,469,25,17,0,0
2009,Hoshiarpur,25,0,38,1385,31,13,336994,1586625,809057,777568,3386,469,244,32,10,3,1,49.00767352,4.708169878,286,4,18.02568345,0.252107461,50.99232648,469,28,25,0,0
2010,Hoshiarpur,38,0,38,1385,31,13,336994,1586625,809057,777568,3386,469,244,32,10,3,1,49.00767352,4.708169878,286,4,18.02568345,0.252107461,50.99232648,469,25,28,0,0
2011,Hoshiarpur,58,0,38,1385,31,13,336994,1586625,809057,777568,3386,469,244,32,10,3,1,49.00767352,4.708169878,286,4,18.02568345,0.252107461,50.99232648,469,38,25,0,0
2012,Hoshiarpur,61,0,38,1385,31,13,336994,1586625,809057,777568,3386,469,244,32,10,3,1,49.00767352,4.708169878,286,4,18.02568345,0.252107461,50.99232648,469,58,38,0,0
2013,Hoshiarpur,38,0,38,1385,31,13,336994,1586625,809057,777568,3386,469,244,32,10,3,1,49.00767352,4.708169878,286,4,18.02568345,0.252107461,50.99232648,469,61,58,0,0
2014,Hoshiarpur,27,0,38,1385,31,13,336994,1586625,809057,777568,3386,469,244,32,10,3,1,49.00767352,4.708169878,286,4,18.02568345,0.252107461,50.99232648,469,38,61,0,0
2015,Hoshiarpur,22,0,38,1385,31,13,336994,1586625,809057,777568,3386,469,244,32,10,3,1,49.00767352,4.708169878,286,4,18.02568345,0.252107461,50.99232648,469,27,38,0,0
2016,Hoshiarpur,22,0,38,1385,31,13,336994,1586625,809057,777568,3386,469,244,32,10,3,1,49.00767352,4.708169878,286,4,18.02568345,0.252107461,50.99232648,469,22,27,0,0
2017,Hoshiarpur,43,0,38,1385,31,13,336994,1586625,809057,777568,3386,469,244,32,10,3,1,49.00767352,4.708169878,286,4,18.02568345,0.252107461,50.99232648,469,22,22,0,0
2018,Hoshiarpur,153,0,38,1385,31,13,336994,1586625,809057,777568,3386,469,244,32,10,3,1,49.00767352,4.708169878,286,4,18.02568345,0.252107461,50.99232648,469,43,22,0,0
2019,Hoshiarpur,126,0,38,1385,31,13,336994,1586625,809057,777568,3386,469,244,32,10,3,1,49.00767352,4.708169878,286,4,18.02568345,0.252107461,50.99232648,469,153,43,0,0
2020,Hoshiarpur,309,0,38,1385,31,13,336994,1586625,809057,777568,3386,469,244,32,10,3,1,49.00767352,4.708169878,286,4,18.02568345,0.252107461,50.99232648,469,126,153,0,0
2021,Hoshiarpur,16,0,38,1385,31,13,336994,1586625,809057,777568,3386,469,244,32,10,3,1,49.00767352,4.708169878,286,4,18.02568345,0.252107461,50.99232648,469,309,126,0,0
2022,Hoshiarpur,7,0,38,1385,31,13,336994,1586625,809057,777568,3386,469,244,32,10,3,1,49.00767352,4.708169878,286,4,18.02568345,0.252107461,50.99232648,469,16,309,0,0
2023,Hoshiarpur,25,0,38,1385,31,13,336994,1586625,809057,777568,3386,469,244,32,10,3,1,49.00767352,4.708169878,286,4,18.02568345,0.252107461,50.99232648,469,7,16,0,0
2024,Hoshiarpur,17,0,38,1385,31,13,336994,1586625,809057,777568,3386,469,244,32,10,3,1,49.00767352,4.708169878,286,4,18.02568345,0.252107461,50.99232648,469,25,7,0,0
2002,Hyderabad,603,0,536,0,0,3,849051,3943323,2018575,1924748,217,18172,53,10,0,4,1,48.81030542,4.644388853,63,5,1.597637323,0.126796613,51.18969458,18172,627,802,0,0
2003,Hyderabad,593,0,536,0,0,3,849051,3943323,2018575,1924748,217,18172,53,10,0,4,1,48.81030542,4.644388853,63,5,1.597637323,0.126796613,51.18969458,18172,603,627,0,0
2004,Hyderabad,447,0,536,0,0,3,849051,3943323,2018575,1924748,217,18172,53,10,0,4,1,48.81030542,4.644388853,63,5,1.597637323,0.126796613,51.18969458,18172,593,603,0,0
2005,Hyderabad,357,0,536,0,0,3,849051,3943323,2018575,1924748,217,18172,53,10,0,4,1,48.81030542,4.644388853,63,5,1.597637323,0.126796613,51.18969458,18172,447,593,0,0
2006,Hyderabad,228,0,536,0,0,3,849051,3943323,2018575,1924748,217,18172,53,10,0,4,1,48.81030542,4.644388853,63,5,1.597637323,0.126796613,51.18969458,18172,357,447,0,0
2007,Hyderabad,262,0,536,0,0,3,849051,3943323,2018575,1924748,217,18172,53,10,0,4,1,48.81030542,4.644388853,63,5,1.597637323,0.126796613,51.18969458,18172,228,357,0,0
2008,Hyderabad,285,0,536,0,0,3,849051,3943323,2018575,1924748,217,18172,53,10,0,4,1,48.81030542,4.644388853,63,5,1.597637323,0.126796613,51.18969458,18172,262,228,0,0
2009,Hyderabad,192,0,536,0,0,3,849051,3943323,2018575,1924748,217,18172,53,10,0,4,1,48.81030542,4.644388853,63,5,1.597637323,0.126796613,51.18969458,18172,285,262,0,0
2010,Hyderabad,274,0,536,0,0,3,849051,3943323,2018575,1924748,217,18172,53,10,0,4,1,48.81030542,4.644388853,63,5,1.597637323,0.126796613,51.18969458,18172,192,285,0,0
2011,Hyderabad,208,1,536,0,0,3,849051,3943323,2018575,1924748,217,18172,53,10,0,4,1,48.81030542,4.644388853,63,5,1.597637323,0.126796613,51.18969458,18172,274,192,0,0
2012,Hyderabad,472,0,536,0,0,3,849051,3943323,2018575,1924748,217,18172,53,10,0,4,1,48.81030542,4.644388853,63,5,1.597637323,0.126796613,51.18969458,18172,208,274,1,0
2013,Hyderabad,196,0,536,0,0,3,849051,3943323,2018575,1924748,217,18172,53,10,0,4,1,48.81030542,4.644388853,63,5,1.597637323,0.126796613,51.18969458,18172,472,208,0,1
2015,Hyderabad,116,0,536,0,0,3,849051,3943323,2018575,1924748,217,18172,53,10,0,4,1,48.81030542,4.644388853,63,5,1.597637323,0.126796613,51.18969458,18172,196,472,0,0
2016,Hyderabad,138,0,536,0,0,3,849051,3943323,2018575,1924748,217,18172,53,10,0,4,1,48.81030542,4.644388853,63,5,1.597637323,0.126796613,51.18969458,18172,116,196,0,0
2017,Hyderabad,168,0,536,0,0,3,849051,3943323,2018575,1924748,217,18172,53,10,0,4,1,48.81030542,4.644388853,63,5,1.597637323,0.126796613,51.18969458,18172,138,116,0,0
2018,Hyderabad,682,0,536,0,0,3,849051,3943323,2018575,1924748,217,18172,53,10,0,4,1,48.81030542,4.644388853,63,5,1.597637323,0.126796613,51.18969458,18172,168,138,0,0
2019,Hyderabad,438,0,536,0,0,3,849051,3943323,2018575,1924748,217,18172,53,10,0,4,1,48.81030542,4.644388853,63,5,1.597637323,0.126796613,51.18969458,18172,682,168,0,0
2020,Hyderabad,305,0,536,0,0,3,849051,3943323,2018575,1924748,217,18172,53,10,0,4,1,48.81030542,4.644388853,63,5,1.597637323,0.126796613,51.18969458,18172,438,682,0,0
2021,Hyderabad,21,0,536,0,0,3,849051,3943323,2018575,1924748,217,18172,53,10,0,4,1,48.81030542,4.644388853,63,5,1.597637323,0.126796613,51.18969458,18172,305,438,0,0
2022,Hyderabad,31,0,536,0,0,3,849051,3943323,2018575,1924748,217,18172,53,10,0,4,1,48.81030542,4.644388853,63,5,1.597637323,0.126796613,51.18969458,18172,21,305,0,0
2023,Hyderabad,3,0,536,0,0,3,849051,3943323,2018575,1924748,217,18172,53,10,0,4,1,48.81030542,4.644388853,63,5,1.597637323,0.126796613,51.18969458,18172,31,21,0,0
2024,Hyderabad,21,0,536,0,0,3,849051,3943323,2018575,1924748,217,18172,53,10,0,4,1,48.81030542,4.644388853,63,5,1.597637323,0.126796613,51.18969458,18172,3,31,0,0
2008,Imphal East,58,0,278,191,4,15,92124,456113,226094,230019,709,643,53,11,2,0,0,50.43026618,4.95107681,66,0,14.47009842,0,49.56973382,643,119,72,0,0
2009,Imphal East,83,0,278,191,4,15,92124,456113,226094,230019,709,643,53,11,2,0,0,50.43026618,4.95107681,66,0,14.47009842,0,49.56973382,643,58,119,0,0
2010,Imphal East,59,0,278,191,4,15,92124,456113,226094,230019,709,643,53,11,2,0,0,50.43026618,4.95107681,66,0,14.47009842,0,49.56973382,643,83,58,0,0
2011,Imphal East,41,0,278,191,4,15,92124,456113,226094,230019,709,643,53,11,2,0,0,50.43026618,4.95107681,66,0,14.47009842,0,49.56973382,643,59,83,0,0
2012,Imphal East,18,0,278,191,4,15,92124,456113,226094,230019,709,643,53,11,2,0,0,50.43026618,4.95107681,66,0,14.47009842,0,49.56973382,643,41,59,0,0
2013,Imphal East,9,0,278,191,4,15,92124,456113,226094,230019,709,643,53,11,2,0,0,50.43026618,4.95107681,66,0,14.47009842,0,49.56973382,643,18,41,0,0
2014,Imphal East,4,0,278,191,4,15,92124,456113,226094,230019,709,643,53,11,2,0,0,50.43026618,4.95107681,66,0,14.47009842,0,49.56973382,643,9,18,0,0
2015,Imphal East,4,0,278,191,4,15,92124,456113,226094,230019,709,643,53,11,2,0,0,50.43026618,4.95107681,66,0,14.47009842,0,49.56973382,643,4,9,0,0
2016,Imphal East,2,0,278,191,4,15,92124,456113,226094,230019,709,643,53,11,2,0,0,50.43026618,4.95107681,66,0,14.47009842,0,49.56973382,643,4,4,0,0
2017,Imphal East,4,0,278,191,4,15,92124,456113,226094,230019,709,643,53,11,2,0,0,50.43026618,4.95107681,66,0,14.47009842,0,49.56973382,643,2,4,0,0
2018,Imphal East,5,0,278,191,4,15,92124,456113,226094,230019,709,643,53,11,2,0,0,50.43026618,4.95107681,66,0,14.47009842,0,49.56973382,643,4,2,0,0
2019,Imphal East,0,0,278,191,4,15,92124,456113,226094,230019,709,643,53,11,2,0,0,50.43026618,4.95107681,66,0,14.47009842,0,49.56973382,643,5,4,0,0
2020,Imphal East,1,0,278,191,4,15,92124,456113,226094,230019,709,643,53,11,2,0,0,50.43026618,4.95107681,66,0,14.47009842,0,49.56973382,643,0,5,0,0
2021,Imphal East,2,0,278,191,4,15,92124,456113,226094,230019,709,643,53,11,2,0,0,50.43026618,4.95107681,66,0,14.47009842,0,49.56973382,643,1,0,0,0
2022,Imphal East,3,0,278,191,4,15,92124,456113,226094,230019,709,643,53,11,2,0,0,50.43026618,4.95107681,66,0,14.47009842,0,49.56973382,643,2,1,0,0
2023,Imphal East,1,0,278,191,4,15,92124,456113,226094,230019,709,643,53,11,2,0,0,50.43026618,4.95107681,66,0,14.47009842,0,49.56973382,643,3,2,0,0
2024,Imphal East,4,0,278,191,4,15,92124,456113,226094,230019,709,643,53,11,2,0,0,50.43026618,4.95107681,66,0,14.47009842,0,49.56973382,643,1,3,0,0
2008,Imphal West,91,0,277,107,17,13,111156,517992,255054,262938,519,998,51,8,2,0,0,50.76101561,4.660045342,61,0,11.77624365,0,49.23898439,998,58,117,0,0
2009,Imphal West,40,0,277,107,17,13,111156,517992,255054,262938,519,998,51,8,2,0,0,50.76101561,4.660045342,61,0,11.77624365,0,49.23898439,998,91,58,0,0
2010,Imphal West,87,0,277,107,17,13,111156,517992,255054,262938,519,998,51,8,2,0,0,50.76101561,4.660045342,61,0,11.77624365,0,49.23898439,998,40,91,0,0
2011,Imphal West,39,0,277,107,17,13,111156,517992,255054,262938,519,998,51,8,2,0,0,50.76101561,4.660045342,61,0,11.77624365,0,49.23898439,998,87,40,0,0
2012,Imphal West,8,0,277,107,17,13,111156,517992,255054,262938,519,998,51,8,2,0,0,50.76101561,4.660045342,61,0,11.77624365,0,49.23898439,998,39,87,0,0
2013,Imphal West,8,0,277,107,17,13,111156,517992,255054,262938,519,998,51,8,2,0,0,50.76101561,4.660045342,61,0,11.77624365,0,49.23898439,998,8,39,0,0
2014,Imphal West,3,0,277,107,17,13,111156,517992,255054,262938,519,998,51,8,2,0,0,50.76101561,4.660045342,61,0,11.77624365,0,49.23898439,998,8,8,0,0
2015,Imphal West,4,0,277,107,17,13,111156,517992,255054,262938,519,998,51,8,2,0,0,50.76101561,4.660045342,61,0,11.77624365,0,49.23898439,998,3,8,0,0
2016,Imphal West,2,0,277,107,17,13,111156,517992,255054,262938,519,998,51,8,2,0,0,50.76101561,4.660045342,61,0,11.77624365,0,49.23898439,998,4,3,0,0
2017,Imphal West,5,0,277,107,17,13,111156,517992,255054,262938,519,998,51,8,2,0,0,50.76101561,4.660045342,61,0,11.77624365,0,49.23898439,998,2,4,0,0
2018,Imphal West,1,0,277,107,17,13,111156,517992,255054,262938,519,998,51,8,2,0,0,50.76101561,4.660045342,61,0,11.77624365,0,49.23898439,998,5,2,0,0
2019,Imphal West,1,0,277,107,17,13,111156,517992,255054,262938,519,998,51,8,2,0,0,50.76101561,4.660045342,61,0,11.77624365,0,49.23898439,998,1,5,0,0
2020,Imphal West,1,0,277,107,17,13,111156,517992,255054,262938,519,998,51,8,2,0,0,50.76101561,4.660045342,61,0,11.77624365,0,49.23898439,998,1,1,0,0
2021,Imphal West,0,0,277,107,17,13,111156,517992,255054,262938,519,998,51,8,2,0,0,50.76101561,4.660045342,61,0,11.77624365,0,49.23898439,998,1,1,0,0
2022,Imphal West,2,0,277,107,17,13,111156,517992,255054,262938,519,998,51,8,2,0,0,50.76101561,4.660045342,61,0,11.77624365,0,49.23898439,998,0,1,0,0
2023,Imphal West,3,0,277,107,17,13,111156,517992,255054,262938,519,998,51,8,2,0,0,50.76101561,4.660045342,61,0,11.77624365,0,49.23898439,998,2,0,0,0
2024,Imphal West,2,0,277,107,17,13,111156,517992,255054,262938,519,998,51,8,2,0,0,50.76101561,4.660045342,61,0,11.77624365,0,49.23898439,998,3,2,0,0
2002,Indore,520,0,439,614,15,24,649540,3276697,1699627,1577070,3898,841,111,25,4,3,1,48.1298698,5.044642362,140,4,4.272595238,0.12207415,51.8701302,841,705,1119,0,0
2003,Indore,651,0,439,614,15,24,649540,3276697,1699627,1577070,3898,841,111,25,4,3,1,48.1298698,5.044642362,140,4,4.272595238,0.12207415,51.8701302,841,520,705,0,0
2004,Indore,667,0,439,614,15,24,649540,3276697,1699627,1577070,3898,841,111,25,4,3,1,48.1298698,5.044642362,140,4,4.272595238,0.12207415,51.8701302,841,651,520,0,0
2005,Indore,431,0,439,614,15,24,649540,3276697,1699627,1577070,3898,841,111,25,4,3,1,48.1298698,5.044642362,140,4,4.272595238,0.12207415,51.8701302,841,667,651,0,0
2006,Indore,279,0,439,614,15,24,649540,3276697,1699627,1577070,3898,841,111,25,4,3,1,48.1298698,5.044642362,140,4,4.272595238,0.12207415,51.8701302,841,431,667,0,0
2007,Indore,212,0,439,614,15,24,649540,3276697,1699627,1577070,3898,841,111,25,4,3,1,48.1298698,5.044642362,140,4,4.272595238,0.12207415,51.8701302,841,279,431,0,0
2008,Indore,148,0,439,614,15,24,649540,3276697,1699627,1577070,3898,841,111,25,4,3,1,48.1298698,5.044642362,140,4,4.272595238,0.12207415,51.8701302,841,212,279,0,0
2009,Indore,140,0,439,614,15,24,649540,3276697,1699627,1577070,3898,841,111,25,4,3,1,48.1298698,5.044642362,140,4,4.272595238,0.12207415,51.8701302,841,148,212,0,0
2010,Indore,158,0,439,614,15,24,649540,3276697,1699627,1577070,3898,841,111,25,4,3,1,48.1298698,5.044642362,140,4,4.272595238,0.12207415,51.8701302,841,140,148,0,0
2011,Indore,157,0,439,614,15,24,649540,3276697,1699627,1577070,3898,841,111,25,4,3,1,48.1298698,5.044642362,140,4,4.272595238,0.12207415,51.8701302,841,158,140,0,0
2012,Indore,159,0,439,614,15,24,649540,3276697,1699627,1577070,3898,841,111,25,4,3,1,48.1298698,5.044642362,140,4,4.272595238,0.12207415,51.8701302,841,157,158,0,0
2013,Indore,96,0,439,614,15,24,649540,3276697,1699627,1577070,3898,841,111,25,4,3,1,48.1298698,5.044642362,140,4,4.272595238,0.12207415,51.8701302,841,159,157,0,0
2014,Indore,89,0,439,614,15,24,649540,3276697,1699627,1577070,3898,841,111,25,4,3,1,48.1298698,5.044642362,140,4,4.272595238,0.12207415,51.8701302,841,96,159,0,0
2015,Indore,91,1,439,614,15,24,649540,3276697,1699627,1577070,3898,841,111,25,4,3,1,48.1298698,5.044642362,140,4,4.272595238,0.12207415,51.8701302,841,89,96,0,0
2016,Indore,62,0,439,614,15,24,649540,3276697,1699627,1577070,3898,841,111,25,4,3,1,48.1298698,5.044642362,140,4,4.272595238,0.12207415,51.8701302,841,91,89,1,0
2017,Indore,77,0,439,614,15,24,649540,3276697,1699627,1577070,3898,841,111,25,4,3,1,48.1298698,5.044642362,140,4,4.272595238,0.12207415,51.8701302,841,62,91,0,1
2018,Indore,49,0,439,614,15,24,649540,3276697,1699627,1577070,3898,841,111,25,4,3,1,48.1298698,5.044642362,140,4,4.272595238,0.12207415,51.8701302,841,77,62,0,0
2019,Indore,32,0,439,614,15,24,649540,3276697,1699627,1577070,3898,841,111,25,4,3,1,48.1298698,5.044642362,140,4,4.272595238,0.12207415,51.8701302,841,49,77,0,0
2020,Indore,21,0,439,614,15,24,649540,3276697,1699627,1577070,3898,841,111,25,4,3,1,48.1298698,5.044642362,140,4,4.272595238,0.12207415,51.8701302,841,32,49,0,0
2021,Indore,15,0,439,614,15,24,649540,3276697,1699627,1577070,3898,841,111,25,4,3,1,48.1298698,5.044642362,140,4,4.272595238,0.12207415,51.8701302,841,21,32,0,0
2022,Indore,6,0,439,614,15,24,649540,3276697,1699627,1577070,3898,841,111,25,4,3,1,48.1298698,5.044642362,140,4,4.272595238,0.12207415,51.8701302,841,15,21,0,0
2023,Indore,11,0,439,614,15,24,649540,3276697,1699627,1577070,3898,841,111,25,4,3,1,48.1298698,5.044642362,140,4,4.272595238,0.12207415,51.8701302,841,6,15,0,0
2024,Indore,1,0,439,614,15,24,649540,3276697,1699627,1577070,3898,841,111,25,4,3,1,48.1298698,5.044642362,140,4,4.272595238,0.12207415,51.8701302,841,11,6,0,0
2002,Jabalpur,1104,3,451,1377,47,24,539060,2463289,1277278,1186011,5211,473,185,22,5,3,1,48.14745651,4.569600787,212,4,8.606379519,0.162384519,51.85254349,473,1589,1541,0,0
2003,Jabalpur,628,2,451,1377,47,24,539060,2463289,1277278,1186011,5211,473,185,22,5,3,1,48.14745651,4.569600787,212,4,8.606379519,0.162384519,51.85254349,473,1104,1589,3,0
2004,Jabalpur,688,1,451,1377,47,24,539060,2463289,1277278,1186011,5211,473,185,22,5,3,1,48.14745651,4.569600787,212,4,8.606379519,0.162384519,51.85254349,473,628,1104,2,3
2005,Jabalpur,1718,1,451,1377,47,24,539060,2463289,1277278,1186011,5211,473,185,22,5,3,1,48.14745651,4.569600787,212,4,8.606379519,0.162384519,51.85254349,473,688,628,1,2
2006,Jabalpur,2181,0,451,1377,47,24,539060,2463289,1277278,1186011,5211,473,185,22,5,3,1,48.14745651,4.569600787,212,4,8.606379519,0.162384519,51.85254349,473,1718,688,1,1
2007,Jabalpur,1696,0,451,1377,47,24,539060,2463289,1277278,1186011,5211,473,185,22,5,3,1,48.14745651,4.569600787,212,4,8.606379519,0.162384519,51.85254349,473,2181,1718,0,1
2008,Jabalpur,1200,1,451,1377,47,24,539060,2463289,1277278,1186011,5211,473,185,22,5,3,1,48.14745651,4.569600787,212,4,8.606379519,0.162384519,51.85254349,473,1696,2181,0,0
2009,Jabalpur,1251,0,451,1377,47,24,539060,2463289,1277278,1186011,5211,473,185,22,5,3,1,48.14745651,4.569600787,212,4,8.606379519,0.162384519,51.85254349,473,1200,1696,1,0
2010,Jabalpur,1858,2,451,1377,47,24,539060,2463289,1277278,1186011,5211,473,185,22,5,3,1,48.14745651,4.569600787,212,4,8.606379519,0.162384519,51.85254349,473,1251,1200,0,1
2011,Jabalpur,1127,7,451,1377,47,24,539060,2463289,1277278,1186011,5211,473,185,22,5,3,1,48.14745651,4.569600787,212,4,8.606379519,0.162384519,51.85254349,473,1858,1251,2,0
2012,Jabalpur,508,2,451,1377,47,24,539060,2463289,1277278,1186011,5211,473,185,22,5,3,1,48.14745651,4.569600787,212,4,8.606379519,0.162384519,51.85254349,473,1127,1858,7,2
2013,Jabalpur,478,0,451,1377,47,24,539060,2463289,1277278,1186011,5211,473,185,22,5,3,1,48.14745651,4.569600787,212,4,8.606379519,0.162384519,51.85254349,473,508,1127,2,7
2014,Jabalpur,350,0,451,1377,47,24,539060,2463289,1277278,1186011,5211,473,185,22,5,3,1,48.14745651,4.569600787,212,4,8.606379519,0.162384519,51.85254349,473,478,508,0,2
2015,Jabalpur,374,0,451,1377,47,24,539060,2463289,1277278,1186011,5211,473,185,22,5,3,1,48.14745651,4.569600787,212,4,8.606379519,0.162384519,51.85254349,473,350,478,0,0
2016,Jabalpur,372,1,451,1377,47,24,539060,2463289,1277278,1186011,5211,473,185,22,5,3,1,48.14745651,4.569600787,212,4,8.606379519,0.162384519,51.85254349,473,374,350,0,0
2017,Jabalpur,316,0,451,1377,47,24,539060,2463289,1277278,1186011,5211,473,185,22,5,3,1,48.14745651,4.569600787,212,4,8.606379519,0.162384519,51.85254349,473,372,374,1,0
2018,Jabalpur,230,0,451,1377,47,24,539060,2463289,1277278,1186011,5211,473,185,22,5,3,1,48.14745651,4.569600787,212,4,8.606379519,0.162384519,51.85254349,473,316,372,0,1
